臺灣🥇|四季,#genre#
咪咕視頻_8M1080_咪視通-4,http://218.62.71.78:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-5,http://218.62.71.78:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-6,http://218.62.71.78:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-7,http://218.62.71.78:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-8,http://218.62.71.78:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-9,http://218.62.71.78:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-10,http://218.62.71.78:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-11,http://218.62.71.78:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-12,http://218.62.71.78:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-13,http://218.62.71.78:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-14,http://218.62.71.78:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-15,http://218.62.71.78:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-16,http://218.62.71.78:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-17,http://218.62.71.78:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-18,http://218.62.71.78:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-19,http://218.62.71.78:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-20,http://218.62.71.78:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-21,http://218.62.71.78:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-22,http://218.62.71.78:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-23,http://218.62.71.78:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-24,http://218.62.71.78:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-25,http://218.62.71.78:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-26,http://218.62.71.78:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-27,http://218.62.71.78:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-28,http://218.62.71.78:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-29,http://218.62.71.78:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-30,http://218.62.71.78:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-31,http://218.62.71.78:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-32,http://218.62.71.78:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-33,http://218.62.71.78:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-34,http://218.62.71.78:35455/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-35,http://218.62.71.78:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-36,http://218.62.71.78:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-37,http://218.62.71.78:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-38,http://218.62.71.78:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-39,http://218.62.71.78:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-40,http://218.62.71.78:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-41,http://218.62.71.78:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-42,http://218.62.71.78:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-43,http://218.62.71.78:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-44,http://218.62.71.78:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕視頻_8M1080_咪視通-45,http://218.62.71.78:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive

高碼🥇|央衛,#genre#
CCTV3,http://vvip.lqcc.xyz:8092/stream/channelid/251068731?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
CCTV5,http://vvip.lqcc.xyz:8092/stream/channelid/1906870639?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
CCTV6,http://vvip.lqcc.xyz:8092/stream/channelid/318797745?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
CCTV13,http://vvip.lqcc.xyz:8092/stream/channelid/1778173301?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
CCTV4K,http://vvip.lqcc.xyz:8092/stream/channelid/801906157?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
廣東4K,http://vvip.lqcc.xyz:8092/stream/channelid/1248069700?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
北京4K,http://vvip.lqcc.xyz:8092/stream/channelid/1258564202?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
蘇州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
深圳4K,https://livepull-tcms.sztv.com.cn:443/live/sz4Kpgm.m3u8
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
廣州南國都市4K,https://tencentplaybusiness.gztv.com/live/nanguodushi.m3u8
山東教育,http://vvip.lqcc.xyz:8092/stream/channelid/1324951037?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
重溫經典,http://vvip.lqcc.xyz:8092/stream/channelid/2098149609?auth=PrI5LXwb51dYilt30TvNYVVAgd4A&profile=pass
